taiwan_user_id,course_id,course_membership_role,course_membership_ts
0a9d39327da645f6f45d6d9cd858093f838bd74b,"POZJ3uOtEeSoXCIACw4Gzg","INSTRUCTOR",2015-04-15 20:23:12.083
2bdd67351205999e30e3b0cd33cf53a2757f52eb,"POZJ3uOtEeSoXCIACw4Gzg","LEARNER",2015-09-16 01:45:54.959
9e470abba14c8a702f7d54edba390fa8f2cae4d1,"POZJ3uOtEeSoXCIACw4Gzg","LEARNER",2015-09-16 01:52:14.929
389ef563c67909acdd6190e5fa2613da558453f2,"POZJ3uOtEeSoXCIACw4Gzg","LEARNER",2015-09-16 01:55:53.835
1944385aaaed7497783149b0f027ade317a4bdd6,"POZJ3uOtEeSoXCIACw4Gzg","LEARNER",2015-09-16 01:42:28.593
b4a7f5d77c38c585a7015c9d9871c37dcca9039a,"POZJ3uOtEeSoXCIACw4Gzg","BROWSER",2015-09-23 02:42:57.633
b4a7f5d77c38c585a7015c9d9871c37dcca9039a,"POZJ3uOtEeSoXCIACw4Gzg","LEARNER",2015-09-23 03:24:15.121
ad8b21bb1f8b5f10b375dec407ace69be9083a47,"POZJ3uOtEeSoXCIACw4Gzg","LEARNER",2015-09-16 01:42:42.622
493f3d455d1e5d05be1fc59f06abe3cb0c279c60,"POZJ3uOtEeSoXCIACw4Gzg","LEARNER",2015-09-16 01:47:48.468
df77e50a622a7aaf8cc2b70d5a4cec81a2a77ca1,"POZJ3uOtEeSoXCIACw4Gzg","LEARNER",2015-09-16 01:46:14.948
07b763e3c87a0431ae9526b4a0e209b41ced4525,"POZJ3uOtEeSoXCIACw4Gzg","LEARNER",2015-09-23 01:20:57.273
